,name,category,github_id,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,gitlab_id
10,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-07-03 04:40:30,2021-06-10 08:07:14,2701.0,58.0,374.0,3910.0,19975.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,,,756.0,22,True,3.0,,,
11,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-07-29 14:48:33,2021-07-29 13:20:34,1174.0,898.0,2271.0,4426.0,15161.0,2021-06-10 02:08:47,4.4.1,222.0,4.0,48.0,Zcash - Internet Money.,,,574.0,21,False,3.0,,,
12,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-07-29 17:07:45,2021-07-28 04:56:35,781.0,274.0,720.0,3870.0,2225.0,2021-07-07 18:18:46,0.9.8,32822.0,1058.0,93.0,Polkadot Node Implementation.,,,131.0,21,True,3.0,,,
13,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-07-29 16:56:53,2021-07-29 10:21:16,310.0,245.0,623.0,1758.0,4739.0,2021-05-13 09:11:31,1.27.0,,,30.0,The core component that is used to participate in a Cardano decentralised blockchain.,,,87.0,20,True,3.0,,,
14,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-07-29 17:59:17,2021-07-29 00:10:42,812.0,209.0,1052.0,2763.0,7227.0,2021-07-27 16:26:47,17.3.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,,,94.0,18,False,3.0,,,
15,Pancake swap,smart-contract,pancakeswap/pancake-swap-core,[],https://github.com/pancakeswap/pancake-swap-core,https://github.com/pancakeswap/pancake-swap-core,GPL-3.0,2020-09-14 06:01:21,2021-07-11 05:29:08,2020-09-27 07:36:36,392.0,10.0,4.0,146.0,259.0,,,,,,Core smart contracts.,593.0,593.0,9.0,16,True,1.0,,,
16,Compound,smart-contract,compound-finance/compound-protocol,[],https://github.com/compound-finance/compound-protocol,https://github.com/compound-finance/compound-protocol,BSD-3-Clause,2019-08-02 22:37:25,2021-07-28 00:44:33,2021-07-27 15:16:19,502.0,12.0,27.0,819.0,58.0,2020-06-27 16:22:17,2.8.1,186.0,9.0,10.0,The Compound On-Chain Protocol.,,,15.0,15,True,2.0,,,
17,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-money/core,https://github.com/terra-money/core,,2018-11-18 17:11:47,2021-07-28 08:48:30,2021-07-07 01:43:32,70.0,3.0,174.0,303.0,819.0,2021-04-14 00:36:09,0.4.6,2321.0,85.0,42.0,GO implementation of the Terra Protocol.,,,19.0,15,False,3.0,,terra-money/core,
18,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-06-09 12:22:59,2021-06-03 11:58:39,127.0,,29.0,216.0,836.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,,,16.0,14,True,2.0,,,
19,Suishi Swap,smart-contract,sushiswap/sushiswap-interface,[],https://github.com/sushiswap/sushiswap-interface,https://github.com/sushiswap/sushiswap-interface,,2021-02-13 17:56:56,2021-07-29 17:05:51,2021-07-29 11:31:50,166.0,23.0,51.0,85.0,3454.0,,,,,,An open source interface for the SushiSwap Protocol.,,,84.0,12,False,3.0,1.0,,
20,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/pax-contracts,https://github.com/paxosglobal/pax-contracts,MIT,2018-09-07 21:36:06,2021-06-12 04:23:21,2021-02-02 19:43:59,51.0,,5.0,68.0,51.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,,,7.0,11,False,3.0,,,
21,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-06-11 16:40:08,2021-02-02 19:43:45,33.0,,,39.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,,,4.0,10,False,3.0,,,
22,Tezos,blockchain,,['dPoS'],,,,,,,,,,,,,,,,,,,,,0,False,,,,tezos/tezos
