,name,category,github_id,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,gitlab_id
10,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-09-16 17:58:25,2021-09-16 14:05:41,836.0,312.0,777.0,4154.0,2398.0,2021-08-21 13:29:45,0.9.9-1,41328.0,1252.0,95.0,Polkadot Node Implementation.,,,139.0,22,True,3.0,1.0,,
11,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-09-16 16:18:30,2021-06-10 08:07:14,2732.0,60.0,381.0,3941.0,19975.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,,,758.0,22,True,3.0,,,
12,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-09-16 16:38:16,2021-09-16 13:08:12,1188.0,895.0,2288.0,4457.0,15331.0,2021-06-10 02:08:47,4.4.1,222.0,3.0,48.0,Zcash - Internet Money.,,,577.0,21,False,3.0,,,
13,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-09-16 17:51:16,2021-09-16 15:09:16,372.0,286.0,664.0,2060.0,4989.0,2021-08-27 19:20:06,1.29.0,276.0,13.0,31.0,The core component that is used to participate in a Cardano decentralised blockchain.,,,90.0,20,True,3.0,,,
14,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-09-16 17:46:38,2021-09-15 20:06:03,820.0,206.0,1073.0,2785.0,7393.0,2021-08-30 19:31:38,17.4.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,,,95.0,18,False,3.0,,,
15,Pancake swap,smart-contract,pancakeswap/pancake-swap-core,[],https://github.com/pancakeswap/pancake-swap-core,https://github.com/pancakeswap/pancake-swap-core,GPL-3.0,2020-09-14 06:01:21,2021-09-02 16:05:44,2020-09-27 07:36:36,419.0,11.0,4.0,164.0,259.0,,,,,,Core smart contracts.,780.0,780.0,9.0,17,True,1.0,,,
16,Compound,smart-contract,compound-finance/compound-protocol,[],https://github.com/compound-finance/compound-protocol,https://github.com/compound-finance/compound-protocol,BSD-3-Clause,2019-08-02 22:37:25,2021-09-14 01:00:35,2021-08-11 18:26:45,541.0,17.0,27.0,904.0,61.0,2020-06-27 16:22:17,2.8.1,197.0,8.0,10.0,The Compound On-Chain Protocol.,,,16.0,15,True,2.0,,,
17,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-money/core,https://github.com/terra-money/core,,2018-11-18 17:11:47,2021-09-15 07:44:37,2021-09-15 07:44:10,82.0,6.0,193.0,337.0,,2021-08-26 08:23:41,0.5.2,2494.0,86.0,46.0,GO implementation of the Terra Protocol.,9.0,9.0,20.0,14,False,3.0,-1.0,terra-money/core,
18,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-09-07 17:07:27,2021-06-03 11:58:39,129.0,,29.0,227.0,836.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,,,16.0,14,True,2.0,,,
19,Suishi Swap,smart-contract,sushiswap/sushiswap-interface,[],https://github.com/sushiswap/sushiswap-interface,https://github.com/sushiswap/sushiswap-interface,,2021-02-13 17:56:56,2021-09-16 14:27:57,2021-09-16 14:00:30,237.0,15.0,80.0,126.0,3707.0,,,,,,An open source interface for the SushiSwap Protocol.,,,92.0,13,False,3.0,2.0,,
20,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/usdp-contracts,https://github.com/paxosglobal/usdp-contracts,MIT,2018-09-07 21:36:06,2021-09-02 13:37:18,2021-09-02 13:36:35,50.0,1.0,5.0,74.0,53.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,,,8.0,11,False,3.0,,paxosglobal/usdp-contracts,
21,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-09-15 18:47:06,2021-02-02 19:43:45,33.0,1.0,,46.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,,,4.0,10,False,3.0,,,
22,Tezos,blockchain,,['dPoS'],,,,,,,,,,,,,,,,,,,,,0,False,,,,tezos/tezos
