,name,category,github_id,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,gitlab_id
13,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-08-26 15:02:03,2021-08-26 07:50:25,330.0,273.0,648.0,1903.0,4873.0,2021-05-13 09:11:31,1.27.0,,,30.0,The core component that is used to participate in a Cardano decentralised blockchain.,,,89.0,20,True,3.0,,,
14,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-08-26 02:05:06,2021-08-20 21:45:19,817.0,204.0,1065.0,2776.0,7304.0,2021-07-27 16:26:47,17.3.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,,,95.0,18,False,3.0,,,
15,Pancake swap,smart-contract,pancakeswap/pancake-swap-core,[],https://github.com/pancakeswap/pancake-swap-core,https://github.com/pancakeswap/pancake-swap-core,GPL-3.0,2020-09-14 06:01:21,2021-08-12 21:30:36,2020-09-27 07:36:36,408.0,11.0,4.0,157.0,259.0,,,,,,Core smart contracts.,715.0,715.0,9.0,17,True,1.0,1.0,,
16,Compound,smart-contract,compound-finance/compound-protocol,[],https://github.com/compound-finance/compound-protocol,https://github.com/compound-finance/compound-protocol,BSD-3-Clause,2019-08-02 22:37:25,2021-08-24 22:07:48,2021-08-11 18:26:45,521.0,14.0,28.0,849.0,61.0,2020-06-27 16:22:17,2.8.1,194.0,9.0,10.0,The Compound On-Chain Protocol.,,,16.0,15,True,2.0,,,
17,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-money/core,https://github.com/terra-money/core,,2018-11-18 17:11:47,2021-08-26 08:20:39,2021-08-26 08:12:49,78.0,1.0,186.0,318.0,,2021-08-26 08:23:41,0.5.2,2421.0,86.0,46.0,GO implementation of the Terra Protocol.,7.0,7.0,20.0,14,False,3.0,-1.0,terra-money/core,
18,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-08-10 22:44:51,2021-06-03 11:58:39,126.0,,29.0,224.0,836.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,,,16.0,14,True,2.0,,,
19,Suishi Swap,smart-contract,sushiswap/sushiswap-interface,[],https://github.com/sushiswap/sushiswap-interface,https://github.com/sushiswap/sushiswap-interface,,2021-02-13 17:56:56,2021-08-26 16:45:34,2021-08-26 16:45:09,197.0,11.0,79.0,110.0,3615.0,,,,,,An open source interface for the SushiSwap Protocol.,,,91.0,13,False,3.0,2.0,,
20,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/pax-contracts,https://github.com/paxosglobal/pax-contracts,MIT,2018-09-07 21:36:06,2021-08-13 00:14:30,2021-02-02 19:43:59,50.0,,5.0,69.0,51.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,,,7.0,11,False,3.0,,,
21,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-08-12 17:33:51,2021-02-02 19:43:45,34.0,,,41.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,,,4.0,10,False,3.0,,,
22,Tezos,blockchain,,['dPoS'],,,,,,,,,,,,,,,,,,,,,0,False,,,,tezos/tezos
