,name,category,github_id,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,gitlab_id
10,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-08-02 22:18:28,2021-06-10 08:07:14,2708.0,58.0,374.0,3911.0,19975.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,,,758.0,22,True,3.0,,,
11,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-08-05 15:37:05,2021-08-04 10:48:33,1175.0,894.0,2275.0,4425.0,15187.0,2021-06-10 02:08:47,4.4.1,222.0,3.0,48.0,Zcash - Internet Money.,,,575.0,21,False,3.0,,,
12,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-08-05 17:54:59,2021-08-05 17:53:17,789.0,278.0,725.0,3923.0,2252.0,2021-07-07 18:18:46,0.9.8,33509.0,1047.0,93.0,Polkadot Node Implementation.,,,132.0,21,True,3.0,,,
13,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-08-05 17:24:49,2021-08-05 14:32:53,311.0,254.0,628.0,1780.0,4773.0,2021-05-13 09:11:31,1.27.0,,,30.0,The core component that is used to participate in a Cardano decentralised blockchain.,,,88.0,20,True,3.0,,,
14,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-08-05 18:02:57,2021-08-03 17:15:31,812.0,211.0,1054.0,2766.0,7240.0,2021-07-27 16:26:47,17.3.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,,,94.0,18,False,3.0,,,
15,Pancake swap,smart-contract,pancakeswap/pancake-swap-core,[],https://github.com/pancakeswap/pancake-swap-core,https://github.com/pancakeswap/pancake-swap-core,GPL-3.0,2020-09-14 06:01:21,2021-08-05 01:42:22,2020-09-27 07:36:36,395.0,11.0,4.0,150.0,259.0,,,,,,Core smart contracts.,624.0,624.0,9.0,17,True,1.0,1.0,,
16,Compound,smart-contract,compound-finance/compound-protocol,[],https://github.com/compound-finance/compound-protocol,https://github.com/compound-finance/compound-protocol,BSD-3-Clause,2019-08-02 22:37:25,2021-07-30 19:35:54,2021-07-27 15:16:19,511.0,13.0,27.0,827.0,58.0,2020-06-27 16:22:17,2.8.1,186.0,8.0,10.0,The Compound On-Chain Protocol.,,,15.0,15,True,2.0,,,
17,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-money/core,https://github.com/terra-money/core,,2018-11-18 17:11:47,2021-08-03 08:58:21,2021-07-07 01:43:32,73.0,4.0,176.0,304.0,819.0,2021-04-14 00:36:09,0.4.6,2322.0,82.0,42.0,GO implementation of the Terra Protocol.,,,19.0,15,False,3.0,,terra-money/core,
18,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-08-03 22:02:02,2021-06-03 11:58:39,127.0,,29.0,220.0,836.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,,,16.0,14,True,2.0,,,
19,Suishi Swap,smart-contract,sushiswap/sushiswap-interface,[],https://github.com/sushiswap/sushiswap-interface,https://github.com/sushiswap/sushiswap-interface,,2021-02-13 17:56:56,2021-08-05 15:55:02,2021-08-04 21:37:39,177.0,22.0,54.0,90.0,3477.0,,,,,,An open source interface for the SushiSwap Protocol.,,,85.0,13,False,3.0,2.0,,
20,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/pax-contracts,https://github.com/paxosglobal/pax-contracts,MIT,2018-09-07 21:36:06,2021-08-05 03:54:54,2021-02-02 19:43:59,51.0,,5.0,69.0,51.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,,,7.0,11,False,3.0,,,
21,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-08-05 00:40:59,2021-02-02 19:43:45,33.0,,,40.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,,,4.0,10,False,3.0,,,
22,Tezos,blockchain,,['dPoS'],,,,,,,,,,,,,,,,,,,,,0,False,,,,tezos/tezos
